parset,parset_name,sens_type,sens_value,REGION6,subpop,peak_prevalence,time_to_peak,final_attack_rate,time_to_est,epidemic_duration
18,seed_1,seed,1,1,C,0.004876253179774784,108,0.12249450530255489,19,185
18,seed_1,seed,1,2,A,0.014649382779728017,68,0.25577143613265746,4,190
18,seed_1,seed,1,2,C,0.004525194311989819,109,0.11707365454807192,21,184
18,seed_1,seed,1,3,A,0.008990790576721759,86,0.20438688273558747,7,200
18,seed_1,seed,1,3,C,0.0044247579436720195,111,0.11655956604301661,21,186
18,seed_1,seed,1,4,A,0.01361199562738815,75,0.24267817279419615,5,175
18,seed_1,seed,1,4,C,0.007365291854581563,97,0.15030815464736436,14,172
18,seed_1,seed,1,5,A,0.01710485205030078,66,0.2718906264782418,4,173
18,seed_1,seed,1,5,C,0.006670667463127378,97,0.1403357092878556,16,171
18,seed_1,seed,1,6,A,0.024286563123511577,58,0.3074238854765739,4,146
18,seed_1,seed,1,6,C,0.011407142398086049,81,0.18145135136438942,10,152
19,seed_3,seed,3,1,A,0.014526069758054833,68,0.25559541538498337,4,189
19,seed_3,seed,3,1,C,0.004876253179774784,108,0.12249450530255489,19,185
19,seed_3,seed,3,2,A,0.014649382779728017,68,0.25577143613265746,4,190
19,seed_3,seed,3,2,C,0.004525194311989819,109,0.11707365454807192,21,184
19,seed_3,seed,3,3,A,0.008990790576721759,86,0.20438688273558747,7,200
19,seed_3,seed,3,3,C,0.0044247579436720195,111,0.11655956604301661,21,186
19,seed_3,seed,3,4,A,0.01361199562738815,75,0.24267817279419615,5,175
19,seed_3,seed,3,4,C,0.007365291854581563,97,0.15030815464736436,14,172
19,seed_3,seed,3,5,A,0.01710485205030078,66,0.2718906264782418,4,173
19,seed_3,seed,3,5,C,0.006670667463127378,97,0.1403357092878556,16,171
19,seed_3,seed,3,6,A,0.024286563123511577,58,0.3074238854765739,4,146
19,seed_3,seed,3,6,C,0.011407142398086049,81,0.18145135136438942,10,152
20,vax_A_0.2,vax_A,0.2,1,A,0.02232632702053424,57,0.297243641317446,4,176
20,vax_A_0.2,vax_A,0.2,1,C,0.004981137777810309,105,0.12292834127020012,19,182
20,vax_A_0.2,vax_A,0.2,2,A,0.02276054874644211,57,0.2978537631604671,4,175
20,vax_A_0.2,vax_A,0.2,2,C,0.004674776836952289,105,0.11772756309070598,20,181
20,vax_A_0.2,vax_A,0.2,3,A,0.013936669686787948,70,0.24966915794372574,5,189
20,vax_A_0.2,vax_A,0.2,3,C,0.004641352199457869,108,0.11762455435450772,21,182
20,vax_A_0.2,vax_A,0.2,4,A,0.01929174366363131,62,0.28410632979661204,4,168
20,vax_A_0.2,vax_A,0.2,4,C,0.007502124872346703,95,0.15074379084689685,14,170
20,vax_A_0.2,vax_A,0.2,5,A,0.025352300065653994,55,0.31245553464680714,4,160
20,vax_A_0.2,vax_A,0.2,5,C,0.006974839921314973,93,0.14131981466215227,16,167
20,vax_A_0.2,vax_A,0.2,6,A,0.033125147123161267,49,0.3428323339013625,3,138
20,vax_A_0.2,vax_A,0.2,6,C,0.011707721915111984,79,0.18207094211387184,10,149
21,vax_A_0.6,vax_A,0.6,1,A,0.009021245433971353,87,0.20479888814723646,6,199
21,vax_A_0.6,vax_A,0.6,1,C,0.0047603350602717295,110,0.12196120075746102,19,187
21,vax_A_0.6,vax_A,0.6,2,A,0.008822504730607096,86,0.2041645107475473,5,203
21,vax_A_0.6,vax_A,0.6,2,C,0.004357471351803174,112,0.11626027878847685,21,188
21,vax_A_0.6,vax_A,0.6,3,A,0.005866491870716441,105,0.15434888773574812,10,205
21,vax_A_0.6,vax_A,0.6,3,C,0.004244375103362839,114,0.11535759505069579,21,190
21,vax_A_0.6,vax_A,0.6,4,A,0.009692517268591284,90,0.19405662622858574,7,180
21,vax_A_0.6,vax_A,0.6,4,C,0.007240524554156783,98,0.14979287181710266,14,173
21,vax_A_0.6,vax_A,0.6,5,A,0.01109333932682892,83,0.2213537710664226,5,185
21,vax_A_0.6,vax_A,0.6,5,C,0.006337396411921523,101,0.13908540693509194,16,176
21,vax_A_0.6,vax_A,0.6,6,A,0.017419154915252293,71,0.26189125696434173,4,156
21,vax_A_0.6,vax_A,0.6,6,C,0.011064504248154514,83,0.18064603222905073,10,155
22,vax_A_0.8,vax_A,0.8,1,A,0.005710245290139297,107,0.14740802091068433,9,202
22,vax_A_0.8,vax_A,0.8,1,C,0.0046679894504562044,111,0.12135398984676045,20,187
22,vax_A_0.8,vax_A,0.8,2,A,0.005397663810070018,108,0.14569224049943422,8,207
22,vax_A_0.8,vax_A,0.8,2,C,0.0042218603367191795,114,0.11532577010513766,21,190
22,vax_A_0.8,vax_A,0.8,3,A,0.0037486564909414055,117,0.10561178970123593,23,188
22,vax_A_0.8,vax_A,0.8,3,C,0.0041238042473199996,114,0.11416366624325242,21,191
22,vax_A_0.8,vax_A,0.8,4,A,0.00665562890293444,100,0.14140395549001497,13,176
22,vax_A_0.8,vax_A,0.8,4,C,0.007149884782825493,98,0.14922996851037618,14,174
22,vax_A_0.8,vax_A,0.8,5,A,0.007169494030041019,101,0.16232150995943623,8,190
22,vax_A_0.8,vax_A,0.8,5,C,0.006062650156281133,103,0.13758973121672183,16,179
22,vax_A_0.8,vax_A,0.8,6,A,0.012284767058654342,83,0.20486404023950675,5,163
22,vax_A_0.8,vax_A,0.8,6,C,0.010758933245326938,85,0.17962330345986866,11,156
23,vax_C_0.3,vax_C,0.3,1,A,0.021768683358180912,65,0.2871899333587394,4,145
23,vax_C_0.3,vax_C,0.3,1,C,0.014030221995255731,78,0.20277775031680126,10,145
23,vax_C_0.3,vax_C,0.3,2,A,0.021541045934033855,64,0.28801134859223687,4,146
23,vax_C_0.3,vax_C,0.3,2,C,0.013373093249066466,80,0.19820416906644642,11,146
23,vax_C_0.3,vax_C,0.3,3,A,0.01677394108412553,75,0.24303753180050597,7,149
23,vax_C_0.3,vax_C,0.3,3,C,0.013205435843793476,80,0.1974511916862702,11,147
23,vax_C_0.3,vax_C,0.3,4,A,0.022206933874440365,66,0.27174165674590894,5,135
23,vax_C_0.3,vax_C,0.3,4,C,0.017707372473082617,71,0.224448925000486,9,134
23,vax_C_0.3,vax_C,0.3,5,A,0.024641803761308863,62,0.2988336290608935,4,137
23,vax_C_0.3,vax_C,0.3,5,C,0.016328867381179925,73,0.2154854208059072,9,138
23,vax_C_0.3,vax_C,0.3,6,A,0.03254419871950376,54,0.3263371631159578,4,119
23,vax_C_0.3,vax_C,0.3,6,C,0.022805625069603635,63,0.2481784927314833,7,122
24,vax_C_0.4,vax_C,0.4,1,A,0.017766865198704896,67,0.27391989709161024,4,164
24,vax_C_0.4,vax_C,0.4,1,C,0.009045411851673714,91,0.16578627259715678,13,164
24,vax_C_0.4,vax_C,0.4,2,A,0.017695054532549933,67,0.2744761649139135,4,166
24,vax_C_0.4,vax_C,0.4,2,C,0.008522834240933379,93,0.16073633300111373,14,165
24,vax_C_0.4,vax_C,0.4,3,A,0.012680840637518094,81,0.2269097596725868,7,171
24,vax_C_0.4,vax_C,0.4,3,C,0.008391196468370329,94,0.16007881184391715,14,167
24,vax_C_0.4,vax_C,0.4,4,A,0.01778795086764282,71,0.2593954664498524,5,152
24,vax_C_0.4,vax_C,0.4,4,C,0.012215367992319322,82,0.19037295819497235,11,150
24,vax_C_0.4,vax_C,0.4,5,A,0.020552703277495282,65,0.2873298276916348,4,153
24,vax_C_0.4,vax_C,0.4,5,C,0.011147177379179769,84,0.18074443717870467,12,153
24,vax_C_0.4,vax_C,0.4,6,A,0.028181957605946415,56,0.31813905648222385,4,131
24,vax_C_0.4,vax_C,0.4,6,C,0.01687424057932291,71,0.21748560925624513,8,136
25,vax_C_0.6,vax_C,0.6,1,A,0.01223380906164932,69,0.2283064592053436,5,200
25,vax_C_0.6,vax_C,0.6,1,C,0.0019328946711005695,120,0.07219850983217581,38,173
25,vax_C_0.6,vax_C,0.6,2,A,0.012514090479117213,69,0.22821358813821355,4,196
25,vax_C_0.6,vax_C,0.6,2,C,0.0017925910006873695,117,0.06717020503824006,42,161
25,vax_C_0.6,vax_C,0.6,3,A,0.006250538803802479,84,0.17006529686534025,7,222
25,vax_C_0.6,vax_C,0.6,3,C,0.0017026056503367097,124,0.06667221451643383,44,164
25,vax_C_0.6,vax_C,0.6,4,A,0.010204892349232013,76,0.2185092765314489,5,204
25,vax_C_0.6,vax_C,0.6,4,C,0.003511895806324874,115,0.10309163313103173,23,189
25,vax_C_0.6,vax_C,0.6,5,A,0.01453115891489942,67,0.25023182038031877,4,191
25,vax_C_0.6,vax_C,0.6,5,C,0.0032547548365798092,109,0.09395925420959289,26,179
25,vax_C_0.6,vax_C,0.6,6,A,0.021158059129171358,59,0.29287598585434893,4,165
25,vax_C_0.6,vax_C,0.6,6,C,0.006696910192433444,94,0.13904629817850522,14,170
26,vax_eff_0.2,vax_eff,0.2,1,A,0.03513595275642022,51,0.3447256053845577,4,120
26,vax_eff_0.2,vax_eff,0.2,1,C,0.021601399885527586,66,0.24424760446549662,8,125
26,vax_eff_0.2,vax_eff,0.2,2,A,0.03510378489985518,50,0.3458293287605073,4,121
26,vax_eff_0.2,vax_eff,0.2,2,C,0.020865835153183097,66,0.24037446062490042,8,127
26,vax_eff_0.2,vax_eff,0.2,3,A,0.02841022980233437,59,0.30821524342724466,5,126
26,vax_eff_0.2,vax_eff,0.2,3,C,0.020704200733581802,67,0.2397443851676753,8,128
26,vax_eff_0.2,vax_eff,0.2,4,A,0.03476380562095049,53,0.3302397519809075,4,115
26,vax_eff_0.2,vax_eff,0.2,4,C,0.025769096696170942,60,0.2626376549245889,7,117
26,vax_eff_0.2,vax_eff,0.2,5,A,0.038648546136230685,49,0.3541486881801301,3,115
26,vax_eff_0.2,vax_eff,0.2,5,C,0.024295255710910704,62,0.2549121333919962,8,119
26,vax_eff_0.2,vax_eff,0.2,6,A,0.04740612106805613,44,0.37426495521912484,3,102
26,vax_eff_0.2,vax_eff,0.2,6,C,0.03149166297461324,54,0.2827954940638559,6,108
27,vax_eff_0.4,vax_eff,0.4,1,A,0.02441111081863986,58,0.30882408169017606,4,146
27,vax_eff_0.4,vax_eff,0.4,1,C,0.012369170533491817,82,0.19123203076636777,11,150
27,vax_eff_0.4,vax_eff,0.4,2,A,0.024452344270057182,58,0.30969647347995505,4,147
27,vax_eff_0.4,vax_eff,0.4,2,C,0.011784637527933987,83,0.1865697748144719,12,151
27,vax_eff_0.4,vax_eff,0.4,3,A,0.018149903682689754,70,0.2660250514936144,6,153
27,vax_eff_0.4,vax_eff,0.4,3,C,0.011655204862776073,84,0.18598800503907742,12,152
27,vax_eff_0.4,vax_eff,0.4,4,A,0.02388309002032185,62,0.2940521799227665,5,137
27,vax_eff_0.4,vax_eff,0.4,4,C,0.015904173975251245,74,0.21385343905456125,9,139
27,vax_eff_0.4,vax_eff,0.4,5,A,0.02758190779160559,56,0.32059990384401044,4,137
27,vax_eff_0.4,vax_eff,0.4,5,C,0.014743889100271142,76,0.20486287054986638,10,141
27,vax_eff_0.4,vax_eff,0.4,6,A,0.03579178043421838,50,0.34646758206034917,3,120
27,vax_eff_0.4,vax_eff,0.4,6,C,0.020995085694084887,65,0.2387426566791035,7,126
28,vax_eff_0.8,vax_eff,0.8,1,A,0.006623948797173245,78,0.161397821840315,5,197
28,vax_eff_0.8,vax_eff,0.8,1,C,8.076092219708248e-4,102,0.037498997547811275,NA,NA
28,vax_eff_0.8,vax_eff,0.8,2,A,0.006785373908349729,78,0.1613942073577452,5,192
28,vax_eff_0.8,vax_eff,0.8,2,C,7.535514811042798e-4,100,0.034209818244513135,NA,NA
28,vax_eff_0.8,vax_eff,0.8,3,A,0.002777860128580071,84,0.09813049829134932,9,202
28,vax_eff_0.8,vax_eff,0.8,3,C,6.829670978738149e-4,85,0.032735435440001404,NA,NA
28,vax_eff_0.8,vax_eff,0.8,4,A,0.005354210454568719,87,0.15749081938888262,7,225
28,vax_eff_0.8,vax_eff,0.8,4,C,0.0016465134059081695,124,0.06650271530385862,41,167
28,vax_eff_0.8,vax_eff,0.8,5,A,0.008271688139971912,78,0.1905588144055823,5,207
28,vax_eff_0.8,vax_eff,0.8,5,C,0.0015476255623423896,117,0.05910955847780475,49,141
28,vax_eff_0.8,vax_eff,0.8,6,A,0.013705567656074055,69,0.24636326707967235,4,190
28,vax_eff_0.8,vax_eff,0.8,6,C,0.0039500644726072195,106,0.10589561090530283,20,182
