GEOID,REGION6,peak_prevalence_A,peak_prevalence_C,final_attack_rate_A,final_attack_rate_C,time_to_peak_A,time_to_peak_C,peak_prevalence_ratio,attack_rate_ratio,time_to_peak_diff
05131,2,0.09301913825592208,0.06561056998271533,0.7296410630915873,0.5788347208637373,44,54,1.4177462302252113,1.2605343749988196,-10
05133,2,0.12616713719553513,0.09990807173788575,0.776238803035888,0.668987785229838,37,42,1.2628322717161578,1.1603183498622516,-5
05135,2,0.09070127786822332,0.06234133769495283,0.7225516495454049,0.5634671465737705,44,55,1.454913885743689,1.2823314614507104,-11
05137,2,0.10405483233972634,0.07470411498539949,0.7416881913043447,0.5965654689933054,41,49,1.3928929130619283,1.2432636983765277,-8
05139,2,0.08465561522683071,0.05464672606349509,0.7151668092160827,0.5372477559115274,45,59,1.549143403915318,1.3311676062800615,-14
05141,2,0.08271902039891234,0.05258331909859246,0.7093646932666836,0.527044278652803,46,60,1.5731038248805893,1.3459299759024355,-14
05143,2,0.09418656786934922,0.06676310158056085,0.7314366206118471,0.5824914778995007,43,53,1.4107578234018585,1.2557035568133144,-10
05145,2,0.0921837938403588,0.06554052952070176,0.7276584046204018,0.5796519676902991,44,54,1.4065158538464575,1.2553367282092633,-10
05147,2,0.0874438020524291,0.05603265038460176,0.7114473449548601,0.5306144370008067,45,56,1.5605865767945073,1.3407990724417067,-11
05149,2,0.10909698260320236,0.08195254582407616,0.7515048515535949,0.6233395646378763,40,47,1.3312213977756828,1.2056107043200044,-7
06001,6,0.10444338543387156,0.07448696678763894,0.7550025872269523,0.6086806808283389,41,50,1.4021699357370512,1.240391901710249,-9
06003,6,0.09209234607697409,0.05520042610136428,0.7218164825834757,0.521563650508635,43,56,1.6683267246500117,1.3839470635646327,-13
06005,6,0.09252299058862344,0.05938398220334902,0.7301788072875541,0.5503649006022824,43,56,1.558046246743714,1.326717613148105,-13
06007,6,0.09667368069764688,0.06493617027745756,0.7381982401825924,0.5721814658529786,42,54,1.4887493408462822,1.290147067385562,-12
06009,6,0.08858281186526074,0.05778566096598191,0.7223995503664319,0.5478345700587713,44,57,1.5329548954611583,1.318645426645736,-13
06011,6,0.12321861690310186,0.09168816319848168,0.7692246193261312,0.6378135380377775,37,43,1.3438879415259386,1.2060336970780483,-6
06013,6,0.10482498313153248,0.07640961245563141,0.7542444550868954,0.6155205959535547,41,50,1.3718821462731663,1.2253764700081757,-9
06015,6,0.09970821801776192,0.06841241947993212,0.7417139089780068,0.5821771856906366,42,52,1.4574578530585371,1.2740346533815334,-10
06017,6,0.09079176739919172,0.06071495864612197,0.7289005416042614,0.5615477276735907,44,56,1.4953772418486335,1.2980206413157234,-12
06019,6,0.12819636648496938,0.09882377860596075,0.7840487764109493,0.6668320203690261,36,42,1.2972218659653332,1.1757815348714886,-6
06021,6,0.11477901768430442,0.08330496748529093,0.7576171519411722,0.6172125239686498,39,46,1.3778172076541633,1.2274818195031538,-7
06023,6,0.097938273722368,0.06354526397363307,0.7388625422328268,0.5617440953120999,42,53,1.5412363974600165,1.3153009500212396,-11
06025,6,0.12821453144977826,0.0995862569358779,0.7842772119899706,0.670138030992818,37,42,1.2874721411844374,1.1703218974575342,-5
06027,6,0.08376661022038372,0.04696188282566783,0.7173048077679252,0.5028295988566642,44,63,1.7837149019629943,1.4265365630800881,-19
06029,6,0.12744228914413558,0.09855048851661607,0.7813785018769631,0.6656145037493273,37,42,1.293167502895211,1.1739204862207042,-5
06031,6,0.12654958451925397,0.09832582812772556,0.7780116816461028,0.6642528908013294,37,42,1.2870431597572274,1.1712582548305346,-5
06033,6,0.10174092630021142,0.06794202540269864,0.7453159591768777,0.5770781385692079,41,52,1.4974667843235991,1.291533865803328,-11
06035,6,0.09358662736672248,0.06116428240873265,0.7307416251702435,0.5562041915776131,43,55,1.5300862477438428,1.3138010037241428,-12
06037,6,0.1184340042356279,0.08790318874244613,0.7756913311486302,0.6442775764849241,38,45,1.3473231850853125,1.203970709923941,-7
06039,6,0.13738469943526835,0.10973440601890104,0.7931637755830272,0.6913671731812546,35,39,1.2519746943506918,1.1472395658205263,-4
06041,6,0.0914460757406342,0.05924594389178343,0.7328796455887613,0.5561712742872258,43,57,1.5434993475277634,1.317722938006822,-14
06043,6,0.09437990569766848,0.05890776063988828,0.7328866048727688,0.5447573472066841,42,55,1.6021642084584846,1.345345057998286,-13
06045,6,0.1010792797413924,0.06640800840970763,0.743915352084994,0.570483284271466,41,52,1.5220947316742066,1.3040090263731547,-11
06047,6,0.1292869867903488,0.10160944749261971,0.7842088440835044,0.6749018093222564,36,42,1.2723913964765867,1.16195990772497,-6
06049,6,0.10045213060783166,0.06365408162621251,0.7291068833900839,0.5426799531065135,41,51,1.5780940992551504,1.3435301584596764,-10
06051,6,0.09026323177357376,0.05597877629263063,0.727861201837674,0.5387536159414867,43,57,1.6124545363714307,1.3510094044857899,-14
06053,6,0.14055052349989455,0.11128966520293114,0.7977210964116003,0.6916482555966355,34,39,1.2629252073281712,1.1533624063339296,-5
06055,6,0.10845303726831296,0.07701846852932814,0.755707006586372,0.6081385049799927,40,49,1.4081432588732237,1.242656073243108,-9
06057,6,0.08389863072784054,0.05164407362231693,0.7166211050876339,0.525987534459137,45,61,1.6245548587318537,1.3624298260690184,-16
06059,6,0.11241101848645818,0.08358002434651472,0.765865873486332,0.6346029911040392,39,47,1.3449507746062974,1.2068425207922997,-8
06061,6,0.0924942670202132,0.06369604310187421,0.7338715333819078,0.575476239031632,44,55,1.452119511918184,1.2752421101118119,-11
06063,6,0.08926280712137302,0.05401258335735415,0.7192843069201609,0.5225971989514216,44,57,1.652629842398,1.3763646425265712,-13
06065,6,0.1194590475843925,0.09214106495868891,0.775276457227072,0.6583113116771663,38,45,1.2964799966003377,1.1776745188411177,-7
06067,6,0.106986680954005,0.07730335154674726,0.7579033115541947,0.6159908588126873,40,49,1.3839850254009685,1.2303807771028312,-9
06069,6,0.12154630223923402,0.09529849269848736,0.7751163764648699,0.6650093423887479,38,44,1.27542733150871,1.1655721612580838,-6
06071,6,0.12171931143128945,0.0949154054449674,0.778985916811666,0.6663430045650479,38,44,1.2823978453304203,1.1690464392586295,-6
06073,6,0.10500758608565582,0.07522132077736336,0.7548181963812262,0.6098531765431772,41,50,1.3959816844542319,1.2377047876666845,-9
06075,6,0.09709465831034451,0.0607485312151174,0.7449081012854247,0.5578563622439922,41,55,1.5983046234734695,1.3353044828403713,-14
06077,6,0.12454764134200512,0.09699470661310096,0.780597589973501,0.6674882997803345,37,43,1.284066375279727,1.1694550904193974,-6
06079,6,0.09486778542955042,0.06316517248438332,0.73494409495337,0.5661114190088224,43,54,1.501900203834718,1.2982322388764895,-11
06081,6,0.1038131784604686,0.07411070344512016,0.7530864025425291,0.6072929713094012,41,50,1.400785225812132,1.240071000523485,-9
06083,6,0.12451178417574342,0.09357015071667868,0.7782920042306595,0.6514799941942299,37,43,1.3306784612622138,1.194652193722809,-6
06085,6,0.10676104271300946,0.07812468930727763,0.757491439729105,0.6201671772683052,40,49,1.3665467813011096,1.2214310390718868,-9
06087,6,0.10777491420492225,0.07663329236734631,0.7551665817431195,0.6079589097689472,40,49,1.406371968051388,1.2421342456024176,-9
06089,6,0.09419930811616312,0.06288169898057956,0.7352542541705872,0.5672280237895065,43,55,1.4980401236495806,1.2962234292631383,-12
06091,6,0.09772514509765444,0.05503518217123555,0.7208127952185153,0.49883176280452624,41,53,1.77568495718964,1.445001800137926,-12
06093,6,0.0975176833538673,0.06045070962218881,0.7338117152729607,0.542576478697989,42,54,1.6131768173333871,1.3524576609621477,-12
06095,6,0.10568260068728225,0.07679514570099859,0.7551848566034403,0.6154206388088583,41,50,1.3761625129113861,1.2271035597133928,-9
06097,6,0.09795716723706262,0.06659395099238453,0.7419785163593547,0.5797366711746086,42,53,1.4709619383938441,1.2798543774297162,-11
