shipment_date,begin_date,end_date,location,group,commodity,origin,organic,package,variety,properties,district,transportation,season,environment,import/export,reporting_city,1_lb_units,package_count,car_van_count
12/28/2024,12/22/2024,12/28/2024,Arizona,Vegetables,"Lettuce, Romaine",Arizona,Yes,40 lb cartons,N/A,N/A,WESTERN ARIZONA,Truck,2024,N/A,D (domestic),"Phoenix, Arizona",288400,7210,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,Cilantro,Mexico,No,N/A,N/A,N/A,IMPORTS THROUGH NEW YORK JFK AIRPORT,Air,2024,N/A,I (import),"Washington, District Of Columbia",105,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,"Squash, Grey",Mexico,No,N/A,N/A,N/A,MEXICO CROSSINGS THROUGH OTAY MESA CALIFORNIA,Truck,2024,N/A,I (import),"Washington, District Of Columbia",22000,,
12/28/2024,12/22/2024,12/28/2024,Honduras,Vegetables,Cucumbers,Honduras,No,N/A,N/A,N/A,IMPORTS THROUGH SOUTH FLORIDA/TAMPA,Boat,2024,N/A,I (import),"Washington, District Of Columbia",197173,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,"Lettuce, Romaine",Mexico,No,N/A,N/A,N/A,MEXICO CROSSINGS THROUGH ROMA TEXAS,Truck,2024,N/A,I (import),"Washington, District Of Columbia",957,,
12/28/2024,12/22/2024,12/28/2024,Ecuador,Fruits,Bananas,Ecuador,Yes,N/A,N/A,N/A,IMPORTS THROUGH LOS ANGELES-LONG BEACH CALIFORNIA,Boat,2024,N/A,I (import),"Washington, District Of Columbia",702874,,
12/28/2024,12/22/2024,12/28/2024,Texas,Vegetables,Parsley,Texas,No,1 1/9 bushel cartons/crates bunched,CURLY,N/A,LOWER RIO GRANDE VALLEY TEXAS,Truck,2024,N/A,D (domestic),"Mcallen, Texas",39543,1883,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,"Peppers, Bell Type",Mexico,Yes,N/A,N/A,N/A,IMPORTS THROUGH DETROIT MICHIGAN,Truck,2024,Greenhouse,I (import),"Washington, District Of Columbia",76808,,
12/28/2024,12/22/2024,12/28/2024,Mexico,Vegetables,Beets,Mexico,No,N/A,N/A,N/A,MEXICO CROSSINGS THROUGH CALEXICO CALIFORNIA,Truck,2024,N/A,I (import),"Washington, District Of Columbia",366162,,
12/28/2024,12/22/2024,12/28/2024,Guatemala,Fruits,Banana Leaves,Guatemala,No,N/A,N/A,N/A,IMPORTS THROUGH PORT CANAVERAL FLORIDA,Boat,2024,N/A,I (import),"Washington, District Of Columbia",18700,,
