"","State","FY","Category","Value","REGION6","C09WEEKS.[0.286,118)","C09WEEKS.[118,235)","C09WEEKS.[235,352)","C09WEEKS.[352,470)","C09WEEKS.[470,587]","FWRDAYS.[1,73.8)","FWRDAYS.[73.8,147)","FWRDAYS.[147,219)","FWRDAYS.[219,292)","FWRDAYS.[292,365]","FWWEEKS.[0.143,10.5)","FWWEEKS.[10.5,20.9)","FWWEEKS.[20.9,31.3)","FWWEEKS.[31.3,41.7)","FWWEEKS.[41.7,52.1]","FTC.0","FTC.1","GENDER.0","GENDER.1","INTLSHTL.0","INTLSHTL.1","MARRIED.0","MARRIED.1","FAMPOV.0","FAMPOV.1","SPOUSE.0","SPOUSE.1","SPOUSEFW.0","SPOUSEFW.1","SPOUSENF.0","SPOUSENF.1","YOUTH.0","YOUTH.1","BLWAGE.0","BLWAGE.1","CROWDED1.0","CROWDED1.1","CROWDED2.0","CROWDED2.1","D11.1","D11.2","D11.3","D11.4","D11.96","B17CODE.3","B17CODE.4","B17CODE.97","B17CODE.2","B17CODE.6","B17CODE.5","B17CODE.7","HHFAMGRD.1","HHFAMGRD.2","HHFAMGRD.3","HHFAMGRD.4","HHFAMGRD.5","HHFAMGRD.6","HHFAMGRD.7","HHFAMGRD.8","HHFAMGRD.9","HHFAMGRD.10","HHGRDKID.0","HHGRDKID.1","HHGRDKID.2","HHGRDKID.3","HHKID.0","HHKID.1","HHKID.2","HHKID.3","HHKID.4","HHKID.5","HHKID.6","HHKID.8","HHKID.7","HHOTHFAM.0","HHOTHFAM.1","HHPARENT.0","HHPARENT.2","HHPARENT.1","HHSIB.0","HHSIB.1","HHSIB.2","HHSIB.4","HHYTH018.0","HHYTH018.1","HHYTH018.2","HHYTH018.3","HHYTH018.4","HHYTH018.5","HHYTH018.6","HHYTH018.7","K018USFW.0","K018USFW.1","K018USFW.2","K018USFW.3","K018USNF.0","K018USNF.1","K018USNF.2","K018USNF.3","CROP.1","CROP.2","CROP.3","CROP.4","CROP.5","D22.0","D22.1","D22.95","D23.0","D23.1","D23.95","D26.0","D26.1","D26.95","D30.1","D30.4","D30.5","D30.6","D30.7","D30.8","D30.9","D30.97","D33A.3","D33A.5","D33A.10","D33A.11","D33A.12","D33A.97","D35x.1","D35x.2","D35x.3","D37A.1","D37A.2","D37A.3","D37A.4","D37A.5","D37A.6","E01x.0","E01x.1","E01x.7","G01.0","G01.2","G01.3","G01.4","G01.5","G01.6","G01.7","G01.8","G01.9","G01.10","G01.11","G01.12","G01.13","G01.14","G01.15","G01.95","G01.96","G01.1","RegionName","CV...._NOT SPECIFIED"
"23","CALIFORNIA","2017","Non-Migrant","62,897",6,1,NA,NA,NA,NA,0.120076444222514,0.119399818773162,0.136680396090936,0.26802281558079,0.355820525332599,0.117218992208014,0.0549197253798315,0.105110762813098,0.120022817073924,0.602727702525133,1,NA,0.784880955887795,0.215119044112205,1,NA,0.292993585522205,0.707006414477795,0.807379755270016,0.192620244729984,0.265393100359378,0.734606899640622,0.67478924251317,0.32521075748683,0.84761336800244,0.15238663199756,0.974018423040969,0.0259815769590307,1,NA,0.716749067646072,0.283250932353928,0.771722224521873,0.228277775478127,0.85043107646658,0.122242712482049,0.00241100273216643,0.0249152083192054,NA,0.979981184855876,0.0200188151441241,NA,NA,NA,NA,NA,0.1482403258638,0.268635137488362,0.189248800925804,0.204342721882835,0.127813206460377,0.0399310551008224,0.0130983786706815,0.00837721679779013,0.000313156809528452,NA,0.987629976337509,0.0028918304067346,0.0080901356579694,0.00138805759778672,0.44955405366978,0.158887238241752,0.208052047087757,0.124919495680328,0.0411534356272435,0.011849107934091,0.00558462175904963,NA,NA,0.997764419240673,0.00223558075932695,0.998545035229606,NA,0.00145496477039396,0.998750729263409,0.00124927073659049,NA,NA,0.477225140149712,0.176646078489958,0.208068106989855,0.0866144526611469,0.0391854832696957,0.0122607384396314,NA,NA,0.989877994118007,0.00883821343730404,0.00128379244468867,NA,0.957288673851179,0.0408781339670071,0.00183319218181397,NA,0.0887837571640463,0.609160927484447,0.134401236959245,0.113128858719865,0.0545252196723967,0.0391695572706945,0.918255360423503,0.0425750823058029,0.0686610547812716,0.86428548025305,0.0670534649656786,0.449967441652208,0.54643161023312,0.00360094811467212,0.233749001991369,0.0308140405884849,0.0216033499009433,NA,NA,0.704812323240239,0.00230141169882859,0.00671987258013466,0.0305481465754117,0.00898436636399853,0.0650974354073776,0.240762197629126,0.654034958725658,0.000572895298428834,0.888697610238423,0.00701834687730454,0.104284042884273,0.0783997063272392,0.395259066183974,0.446367991756312,0.06675158794378,0.0113716642941806,0.00184998349451378,0.9971786365072,0.00282136349279951,NA,0.020176516770629,0.0111148877933653,0.0145819057882385,0.00185248129868293,0.0176073371007401,0.0255988094639705,0.019105809467943,0.0705745860931856,0.059007091167331,0.094711012839825,0.194784141562865,0.228531330484876,0.0873627878364943,0.0754055207816245,0.0764738227383838,0.00311195881184624,NA,NA,"CALIFORNIA","3.7"
"24","CALIFORNIA","2017","Migrant","105,057",6,1,NA,NA,NA,NA,0.402895527316567,0.128169037513305,0.162237325540807,0.253695280650009,0.0530028289793118,0.318812054150796,0.185422251967243,0.081269312572156,0.173528999642992,0.240967381666813,0.786479810959774,0.213520189040226,0.869416069172591,0.130583930827409,0.416771005601342,0.583228994398658,0.531728501295636,0.468271498704364,0.432043077554181,0.567956922445819,0.47529185423916,0.52470814576084,0.832245309560294,0.167754690439706,0.949960605418921,0.0500393945810789,0.860096837602404,0.139903162397596,1,NA,0.570529006192724,0.429470993807276,0.591923251829577,0.408076748170423,0.85885746441068,0.116993739919215,NA,0.0241487956701052,NA,0.977398481690693,0.0226015183093071,NA,NA,NA,NA,NA,0.317069449609931,0.0536978130676947,0.247203676745091,0.253209127357937,0.0384996994099969,0.086678351088794,0.00364188272055617,NA,NA,NA,1,NA,NA,NA,0.67187004464668,0.129473807192718,0.0698362149412546,0.0297881351445349,0.0953899153542559,0.00364188272055617,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,0.695425774315119,0.125625922379641,0.0777988651770683,0.0108292043188222,0.0903202338093502,NA,NA,NA,0.991288435734538,0.00871156426546194,NA,NA,0.9677327060661,0.0322672939339005,NA,NA,NA,0.562229291955145,0.0747506014357413,0.0509159290273372,0.312104177581777,0.0333922838641212,0.862288856726937,0.104318859408942,0.0655956552266422,0.830085485364416,0.104318859408942,0.480255435446269,0.466249040536265,0.0534955240174654,0.270608857396574,0.033257569611182,0.066580746505667,NA,NA,0.629552826486577,NA,NA,0.0152047503935488,0.00871156426546194,0.0427334745134714,0.190103067184488,0.74324714364303,NA,0.941949020501496,NA,0.0580509794985045,0.0403582094912439,0.274955698838062,0.490384141660731,0.18336308481922,0.0109388651907427,NA,1,NA,NA,0.381019415703045,NA,0.00475812542551271,0.0305879491483056,0.0151964685765397,NA,0.00520505202584027,0.0267477620087327,0.0661727132887632,0.078064524865476,0.227262966420164,0.0185538038466135,0.034423254872202,0.0276704950911747,0.0843374687276308,NA,NA,NA,"CALIFORNIA","7.1"
"25","COLORADO","2012","Non-Migrant","38,019",5,1,NA,NA,NA,NA,0.304120894642506,0.111951373971739,0.155525333972976,0.349807360801321,0.0785950366114583,0.279185755616722,0.101210692248961,0.0553357057888271,0.174816836813755,0.389451009531734,1,NA,0.637962230785595,0.362037769214405,1,NA,0.488923627596979,0.511076372403021,0.617753472510283,0.382246527489717,0.447976687034837,0.552023312965163,0.728650648591987,0.271349351408013,0.912756824346891,0.0872431756531087,0.947206565364795,0.0527934346352047,1,NA,0.788190394665876,0.211809605334124,0.794760274798243,0.205239725201757,0.942909251691633,0.0161629262997038,NA,0.0409278220086631,NA,0.934942876260002,0.0571377987310121,NA,NA,NA,0.007919325008986,NA,0.361566609228599,0.163959684719885,0.0693040713829268,0.177498544902827,0.10731013967647,0.067026682315457,0.0232500093200223,0.0300842584538134,NA,NA,0.982161999013951,0.0178380009860486,NA,NA,0.574115598455686,0.0379868833160239,0.219863140930668,0.0906583730654884,0.0441353852382223,0.0031563605400979,0.0300842584538134,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,0.564865644993481,0.0583226284380136,0.221946103927533,0.080487275346857,0.0411377283002039,0.0031563605400979,0.0300842584538134,NA,0.997330237254927,0.00266976274507338,NA,NA,0.996761201406484,0.00323879859351633,NA,NA,0.0731043615948476,0.656835578739477,0.112457699506722,0.143841469588986,0.0137608905699679,0.0343793099359612,0.887709287887906,0.0779114021761324,0.0480119367759925,0.837438707538087,0.11454935568592,0.578633455617339,0.421366544382661,NA,0.227944241500868,0.00677180967768619,0.0073331734300268,0.015900682210364,NA,0.742050093181055,NA,NA,0.000176393917385623,0.0117474754743189,0.0608324207703012,0.160397872261097,0.764359233529528,0.00248660404736927,0.935562227776404,0.00568253459803446,0.0587552376255618,0.0633503188723907,0.477553082786832,0.339079060160663,0.106558221266398,0.013459316913717,NA,0.992064074366696,0.0079359256333036,NA,0.0810900217563657,NA,NA,0.0987031006146325,0.0146051325970788,0.0561525598661576,0.077788125429371,0.117817118095311,0.079328128059355,0.147811399655654,0.216028288972621,0.0653684313729796,0.0252681491484736,0.0139758619503063,0.00143488351427397,0.00462879896742027,NA,NA,"NORTHWEST","5.5"
"26","COLORADO","2012","Non-Migrant","38,488",5,1,NA,NA,NA,NA,0.304120894642506,0.111951373971739,0.155525333972976,0.349807360801321,0.0785950366114583,0.279185755616722,0.101210692248961,0.0553357057888271,0.174816836813755,0.389451009531734,1,NA,0.637962230785595,0.362037769214405,1,NA,0.488923627596979,0.511076372403021,0.617753472510283,0.382246527489717,0.447976687034837,0.552023312965163,0.728650648591987,0.271349351408013,0.912756824346891,0.0872431756531087,0.947206565364795,0.0527934346352047,1,NA,0.788190394665876,0.211809605334124,0.794760274798243,0.205239725201757,0.942909251691633,0.0161629262997038,NA,0.0409278220086631,NA,0.934942876260002,0.0571377987310121,NA,NA,NA,0.007919325008986,NA,0.361566609228599,0.163959684719885,0.0693040713829268,0.177498544902827,0.10731013967647,0.067026682315457,0.0232500093200223,0.0300842584538134,NA,NA,0.982161999013951,0.0178380009860486,NA,NA,0.574115598455686,0.0379868833160239,0.219863140930668,0.0906583730654884,0.0441353852382223,0.0031563605400979,0.0300842584538134,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,0.564865644993481,0.0583226284380136,0.221946103927533,0.080487275346857,0.0411377283002039,0.0031563605400979,0.0300842584538134,NA,0.997330237254927,0.00266976274507338,NA,NA,0.996761201406484,0.00323879859351633,NA,NA,0.0731043615948476,0.656835578739477,0.112457699506722,0.143841469588986,0.0137608905699679,0.0343793099359612,0.887709287887906,0.0779114021761324,0.0480119367759925,0.837438707538087,0.11454935568592,0.578633455617339,0.421366544382661,NA,0.227944241500868,0.00677180967768619,0.0073331734300268,0.015900682210364,NA,0.742050093181055,NA,NA,0.000176393917385623,0.0117474754743189,0.0608324207703012,0.160397872261097,0.764359233529528,0.00248660404736927,0.935562227776404,0.00568253459803446,0.0587552376255618,0.0633503188723907,0.477553082786832,0.339079060160663,0.106558221266398,0.013459316913717,NA,0.992064074366696,0.0079359256333036,NA,0.0810900217563657,NA,NA,0.0987031006146325,0.0146051325970788,0.0561525598661576,0.077788125429371,0.117817118095311,0.079328128059355,0.147811399655654,0.216028288972621,0.0653684313729796,0.0252681491484736,0.0139758619503063,0.00143488351427397,0.00462879896742027,NA,NA,"NORTHWEST","3.9"
"27","COLORADO","2012","Migrant","3,714",5,1,NA,NA,NA,NA,0.487847898390543,0.226095698634252,0.0769451263871109,0.142385681905636,0.0667255946824585,0.487847898390543,0.0416977233487503,0.184397975285501,0.198477327956143,0.0875790750190627,0.937439558990187,0.0625604410098126,0.862651248941511,0.137348751058489,0.687325389319722,0.312674610680278,0.636474478491379,0.363525521508621,0.780277514633671,0.219722485366329,0.27898624419203,0.72101375580797,0.600200619832017,0.399799380167983,1,NA,0.930430365102721,0.0695696348972788,1,NA,0.287107459609496,0.712892540390504,0.397332998545692,0.602667001454308,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.211083539628414,0.112597709028313,0.161439916835855,0.464745325710087,0.0292800284607268,NA,NA,NA,0.0208534803366042,NA,1,NA,NA,NA,0.600200619832017,0.0423111458686351,0.357488234299348,NA,NA,NA,NA,NA,NA,1,NA,0.932097295436384,0.0679027045636163,NA,1,NA,NA,NA,0.600200619832017,0.0423111458686351,0.357488234299348,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0.80533719505647,0.0278719115485285,0.125093170046251,0.0416977233487503,0.200265418436213,0.442246347264439,0.357488234299348,0.268168122999829,0.374343642700822,0.357488234299348,0.63916647745117,0.36083352254883,NA,0.0250186340092502,NA,NA,NA,NA,0.9499627319815,0.0250186340092502,NA,0.125093170046251,NA,0.0292800284607268,0.0493295770805595,0.796297224412463,NA,0.870645435502273,0.100074536037001,0.0292800284607268,0.0292800284607268,0.214453540141898,0.246845697488622,0.509420733908753,NA,NA,0.972128088451471,0.0278719115485285,NA,0.0625604410098126,NA,NA,0.0893628212751344,0.0677992230813823,0.0208534803366042,0.191551172749635,0.373459158932294,0.0208534803366042,0.0708907483551045,0.0893603700956472,0.013309103827781,NA,NA,NA,NA,NA,NA,"NORTHWEST","10.9"
"28","COLORADO","2017","Non-Migrant","36,733",5,1,NA,NA,NA,NA,0.17877942405266,0.130639025216334,0.177172340084548,0.359494315175273,0.153914895471186,0.169842479072667,0.119576799547961,0.0676800671783225,0.278160006862534,0.364740647338514,1,NA,0.549949608909353,0.450050391090647,1,NA,0.490055853015249,0.509944146984751,0.743370200059933,0.256629799940067,0.438662074953019,0.561337925046981,0.73931591395587,0.26068408604413,0.857191930601058,0.142808069398942,0.847365812708308,0.152634187291692,1,NA,0.670903680711972,0.329096319288028,0.719519957336486,0.280480042663514,0.753475410691582,0.211212904016595,0.0260137875540458,0.00929789773777799,NA,0.96767577516667,0.031475097790646,NA,NA,NA,0.000849127042684363,NA,0.354901653125338,0.107978102078096,0.267583324663,0.0952036450765564,0.115130954357084,0.0289097170233648,0.0297104282657897,0.000582175410772124,NA,NA,0.980343931094985,0.0196560689050146,NA,NA,0.467638596384167,0.236960022622508,0.118228356394429,0.115629367158624,0.0312510537637103,0.0297104282657897,0.000582175410772124,NA,NA,1,NA,0.996710163368333,0.00271451034184061,0.00057532628982667,1,NA,NA,NA,0.511783868159005,0.237469917137594,0.0859551546189985,0.129208616946721,0.0200932010452736,0.0154892420924075,NA,NA,0.985703491684585,0.0142965083154154,NA,NA,0.977604426868939,0.0223955731310615,NA,NA,0.181236236520497,0.429852895142735,0.159821094576103,0.215864911360247,0.0132248624004179,0.0735056055096064,0.909107299138637,0.0173870953517564,0.0899236715882265,0.877020516725214,0.0330558116865601,0.539136839433847,0.448551852694673,0.0123113078714795,0.238632223403414,0.0412772378265015,0.000582175410772124,0.0145180474083105,NA,0.671812225582927,NA,0.0331780903680751,0.0208169598760902,NA,0.154872189171605,0.305335858158768,0.518974992793538,NA,0.814678716711544,0.00865470738758409,0.176666575900872,0.180508173987381,0.183767403111508,0.343677179190493,0.282011728450555,0.0100355152600634,NA,0.899452010661377,0.0882366814671438,0.0123113078714795,0.133712752806705,0.0188554975438452,0.00346708070123317,0.0282598278806529,0.0296752462626476,0.0171189591338374,NA,0.0646336967897871,0.0973692654542285,0.120409947896932,0.27815616820428,0.0773037814767386,0.0566916331050827,0.0363176082189772,0.034903531548716,0.00312500297633686,NA,NA,"NORTHWEST","5.6"
"29","COLORADO","2017","Non-Migrant","45,160",5,1,NA,NA,NA,NA,0.17877942405266,0.130639025216334,0.177172340084548,0.359494315175273,0.153914895471186,0.169842479072667,0.119576799547961,0.0676800671783225,0.278160006862534,0.364740647338514,1,NA,0.549949608909353,0.450050391090647,1,NA,0.490055853015249,0.509944146984751,0.743370200059933,0.256629799940067,0.438662074953019,0.561337925046981,0.73931591395587,0.26068408604413,0.857191930601058,0.142808069398942,0.847365812708308,0.152634187291692,1,NA,0.670903680711972,0.329096319288028,0.719519957336486,0.280480042663514,0.753475410691582,0.211212904016595,0.0260137875540458,0.00929789773777799,NA,0.96767577516667,0.031475097790646,NA,NA,NA,0.000849127042684363,NA,0.354901653125338,0.107978102078096,0.267583324663,0.0952036450765564,0.115130954357084,0.0289097170233648,0.0297104282657897,0.000582175410772124,NA,NA,0.980343931094985,0.0196560689050146,NA,NA,0.467638596384167,0.236960022622508,0.118228356394429,0.115629367158624,0.0312510537637103,0.0297104282657897,0.000582175410772124,NA,NA,1,NA,0.996710163368333,0.00271451034184061,0.00057532628982667,1,NA,NA,NA,0.511783868159005,0.237469917137594,0.0859551546189985,0.129208616946721,0.0200932010452736,0.0154892420924075,NA,NA,0.985703491684585,0.0142965083154154,NA,NA,0.977604426868939,0.0223955731310615,NA,NA,0.181236236520497,0.429852895142735,0.159821094576103,0.215864911360247,0.0132248624004179,0.0735056055096064,0.909107299138637,0.0173870953517564,0.0899236715882265,0.877020516725214,0.0330558116865601,0.539136839433847,0.448551852694673,0.0123113078714795,0.238632223403414,0.0412772378265015,0.000582175410772124,0.0145180474083105,NA,0.671812225582927,NA,0.0331780903680751,0.0208169598760902,NA,0.154872189171605,0.305335858158768,0.518974992793538,NA,0.814678716711544,0.00865470738758409,0.176666575900872,0.180508173987381,0.183767403111508,0.343677179190493,0.282011728450555,0.0100355152600634,NA,0.899452010661377,0.0882366814671438,0.0123113078714795,0.133712752806705,0.0188554975438452,0.00346708070123317,0.0282598278806529,0.0296752462626476,0.0171189591338374,NA,0.0646336967897871,0.0973692654542285,0.120409947896932,0.27815616820428,0.0773037814767386,0.0566916331050827,0.0363176082189772,0.034903531548716,0.00312500297633686,NA,NA,"NORTHWEST","9.9"
"30","COLORADO","2017","Migrant","3,687",5,1,NA,NA,NA,NA,0.203097569922834,0.0841907235165132,0.179519185774015,0.39295231444069,0.140240206345948,0.203097569922834,0.0515119336930358,0.164792736242592,0.376836341126683,0.203761419014855,0.589915520531392,0.410084479468608,0.416016272857673,0.583983727142327,0.774386336006113,0.225613663993887,0.513955189972494,0.486044810027506,0.443420291721936,0.556579708278064,0.490500002886923,0.509499997113077,0.628545838309796,0.371454161690204,0.992016333399177,0.00798366660082311,0.777232499620459,0.222767500379541,1,NA,0.361955995279681,0.638044004720319,0.502820356748368,0.497179643251632,0.30327115657349,0.69672884342651,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.456566817709031,0.0402483027146734,0.253867615946243,0.173257835784842,0.0245474941521742,0.033849594987139,0.0176623387058969,NA,NA,NA,1,NA,NA,NA,0.548896690997469,0.225904622030618,0.171752490710467,0.00193426256841065,0.033849594987139,0.0176623387058969,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,0.548896690997469,0.357407205959286,0.0402499067817988,0.00193426256841065,0.033849594987139,0.0176623387058969,NA,NA,0.997859699449676,0.00214030055032426,NA,NA,0.996789549166523,NA,0.00321045083347692,NA,0.0553889059557228,0.80362837978771,0.0112167625830209,0.129765951673547,NA,NA,0.966709847686075,0.0332901523139247,0.00214030055032426,0.929244869723957,0.0686148297257184,0.476686643807948,0.505651017486155,0.0176623387058969,0.12156619966935,0.00798366660082311,0.0698394905405832,NA,NA,0.782948304483347,0.0176623387058969,NA,0.0381816366169933,NA,0.624355577576709,0.00193426256841065,0.335528523237887,NA,0.360917972891869,NA,0.639082027108131,0.641016289676542,0.105475347402039,0.251767920877029,0.00174044204438973,NA,NA,0.458406480189796,0.541593519810204,NA,0.023455187085571,NA,0.406195139845667,0.033849594987139,NA,NA,0.067699189990259,0.149164922634565,0.184448938855267,0.00983496522835368,0.0424621003124717,0.0682780288942734,NA,NA,0.0146119321664337,NA,NA,NA,"NORTHWEST","17.5"
"31","CONNECTICUT","2012","Non-Migrant","8,319",1,1,NA,NA,NA,NA,0.110502636432317,0.201113976301037,0.166848875675198,0.286829144279027,0.23470536731242,0.110502636432317,0.0142918283827665,0.152184747329644,0.150652202846378,0.572368585008894,1,NA,0.751801156228994,0.248198843771006,1,NA,0.599189135035747,0.400810864964253,0.762359835912598,0.237640164087402,0.599189135035747,0.400810864964253,0.898328458946007,0.101671541053993,0.923116140822118,0.0768838591778821,0.923062414704461,0.0769375852955385,0.995259474005492,0.00474052599450765,0.773363409781798,0.226636590218202,0.83914544133862,0.16085455866138,0.699552156257322,0.0945601767770413,0.0382693361844759,0.167618330781161,NA,0.854956498167007,0.12447641233138,0.00310425940755869,0.0077050370787135,0.00975779301534071,NA,NA,0.433275483119363,0.178836522482339,0.169991137963116,0.132916132829307,0.0329682533882268,0.0257974043931732,0.0262150658244747,NA,NA,NA,0.985657486362287,NA,0.014342513637713,NA,0.694813190126453,0.176790936093422,0.0741585577608237,0.0276893097932135,0.00091547919739483,0.0256325270286931,NA,NA,NA,1,NA,0.999090213859263,NA,0.000909786140736994,0.999090213859263,NA,0.000909786140736994,NA,0.776670278065709,0.0794218185288087,0.101283220745867,0.0169921556309226,NA,0.0256325270286931,NA,NA,0.998271336113142,NA,0.00172866388685751,NA,0.971131934547179,0.0288680654528214,NA,NA,0.208731703364447,0.285395246686131,0.188508551185986,0.267980091882432,0.0493844068810043,0.1685574140967,0.727876841358431,0.103565744544869,0.188058429774235,0.503510067263384,0.308431502962382,0.421705921694983,0.577606922325702,0.000687155979315091,0.429572175771549,0.014342513637713,0.0497638503915567,NA,NA,0.506068741827656,0.000252718371525105,NA,0.12743879512092,NA,0.279408791047111,0.210942169845002,0.382210243986966,NA,0.716584573992731,0.0164915356068295,0.26692389040044,0.166399789349901,0.547093439721334,0.187314323485962,0.0991924474428026,NA,NA,0.952021081106174,0.0479789188938265,NA,0.0190912137657961,NA,0.0784957320614818,0.0583071922743355,0.00963507493344675,0.0298751713460197,0.0670087843297504,0.0241283896863296,0.101120651228492,0.194163327114912,0.275655118046526,0.0805512095970796,0.0394624988668983,NA,0.00716525819432076,0.0050349064008112,NA,0.0103054721538003,"EAST","19.4"
"32","CONNECTICUT","2012","Non-Migrant","13,713",1,1,NA,NA,NA,NA,0.110502636432317,0.201113976301037,0.166848875675198,0.286829144279027,0.23470536731242,0.110502636432317,0.0142918283827665,0.152184747329644,0.150652202846378,0.572368585008894,1,NA,0.751801156228994,0.248198843771006,1,NA,0.599189135035747,0.400810864964253,0.762359835912598,0.237640164087402,0.599189135035747,0.400810864964253,0.898328458946007,0.101671541053993,0.923116140822118,0.0768838591778821,0.923062414704461,0.0769375852955385,0.995259474005492,0.00474052599450765,0.773363409781798,0.226636590218202,0.83914544133862,0.16085455866138,0.699552156257322,0.0945601767770413,0.0382693361844759,0.167618330781161,NA,0.854956498167007,0.12447641233138,0.00310425940755869,0.0077050370787135,0.00975779301534071,NA,NA,0.433275483119363,0.178836522482339,0.169991137963116,0.132916132829307,0.0329682533882268,0.0257974043931732,0.0262150658244747,NA,NA,NA,0.985657486362287,NA,0.014342513637713,NA,0.694813190126453,0.176790936093422,0.0741585577608237,0.0276893097932135,0.00091547919739483,0.0256325270286931,NA,NA,NA,1,NA,0.999090213859263,NA,0.000909786140736994,0.999090213859263,NA,0.000909786140736994,NA,0.776670278065709,0.0794218185288087,0.101283220745867,0.0169921556309226,NA,0.0256325270286931,NA,NA,0.998271336113142,NA,0.00172866388685751,NA,0.971131934547179,0.0288680654528214,NA,NA,0.208731703364447,0.285395246686131,0.188508551185986,0.267980091882432,0.0493844068810043,0.1685574140967,0.727876841358431,0.103565744544869,0.188058429774235,0.503510067263384,0.308431502962382,0.421705921694983,0.577606922325702,0.000687155979315091,0.429572175771549,0.014342513637713,0.0497638503915567,NA,NA,0.506068741827656,0.000252718371525105,NA,0.12743879512092,NA,0.279408791047111,0.210942169845002,0.382210243986966,NA,0.716584573992731,0.0164915356068295,0.26692389040044,0.166399789349901,0.547093439721334,0.187314323485962,0.0991924474428026,NA,NA,0.952021081106174,0.0479789188938265,NA,0.0190912137657961,NA,0.0784957320614818,0.0583071922743355,0.00963507493344675,0.0298751713460197,0.0670087843297504,0.0241283896863296,0.101120651228492,0.194163327114912,0.275655118046526,0.0805512095970796,0.0394624988668983,NA,0.00716525819432076,0.0050349064008112,NA,0.0103054721538003,"EAST","6.6"
"33","CONNECTICUT","2012","Migrant","1,042",1,1,NA,NA,NA,NA,0.514414707067346,0.151689575100402,0.120335189993814,0.0536412220006802,0.159919305837757,0.512381609389834,0.135542417298294,0.086287056477406,0.0934089041328564,0.17238001270161,0.8411706700382,0.1588293299618,0.805322638742881,0.194677361257119,0.390419068649213,0.609580931350787,0.679589299184749,0.320410700815251,0.451441271137033,0.548558728862967,0.679589299184749,0.320410700815251,0.998542139880085,0.00145786011991545,0.999477203452955,0.000522796547045185,0.991567716452833,0.00843228354716651,1,NA,0.590380586735258,0.409619413264742,0.712100804011162,0.287899195988838,0.392812948176546,0.187057352209687,0.0307749770995291,0.389354722514238,NA,0.733846872166043,0.166950391766012,0.0347387785139385,0.0524081798731618,0.0025815653577308,0.00947421232311412,NA,0.613029636684411,0.0772448316328798,0.0475850239227507,0.0804873244711723,0.143947304534404,0.0216380085976559,0.0160678701567255,NA,NA,NA,1,NA,NA,NA,0.994710066320148,0.00233080126845356,0.00177547944683889,0.00118365296455926,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,0.995145730108187,0.00307879044497452,0.00177547944683889,NA,NA,NA,NA,NA,0.999106889234172,0.000893110765828329,NA,NA,0.998816347035441,NA,0.00118365296455926,NA,0.0874728127131248,0.617185582149693,0.0110484232415885,0.284293181895594,NA,0.04751945306,0.400747070177816,0.551733476762184,0.047900658877157,0.360452032430022,0.591647308692821,0.238794555508582,0.750549086371384,0.0106563581200342,0.390152443393382,NA,0.000381205817157052,NA,0.00240496179729192,0.569438220485009,0.0113064926784425,0.026316675828718,0.0384555702838152,NA,0.784526867669526,0.00944280329077441,0.167574758755884,NA,0.287438964998812,0.00967939371411522,0.702881641287073,0.685954309729731,0.292245001247932,0.0218006890223368,NA,NA,NA,0.852043379318155,0.147956620681845,NA,0.110151334309084,NA,0.00301712124169865,0.0059396676348377,0.205041190168377,0.214105744464785,0.0889311934334919,0.0543010103802687,0.131201818169647,0.0220319811696577,0.00561034876545581,0.0333696475190028,0.038649179837878,0.00118365296455926,NA,0.0864661099412562,NA,NA,"EAST","2.7"
