"ZIP3","POP3","WEIGHTED_LAT","WEIGHTED_LONG","state"
"405",316124,38.0195856943668,-84.4765136620282,"KY"
"406",50731,38.2347340038044,-84.8687732213439,"KY"
"407",107767,36.9655473768779,-84.1340758532668,"KY"
"408",33626,36.8671683672753,-83.2590223943675,"KY"
"409",66784,36.8917881805522,-83.7616569966459,"KY"
"410",506456,38.905486425184,-84.5132258541927,"KY"
"411",135258,38.4232681151725,-82.8925131034689,"KY"
"412",48925,37.8799038835156,-82.707071325907,"KY"
"413",32849,37.5724932338275,-83.4731016252245,"KY"
"414",24591,37.8195237028181,-83.1744723084869,"KY"
"415",64714,37.4577912007757,-82.4322421109034,"KY"
"416",38057,37.5380314289618,-82.7494945626035,"KY"
"417",38634,37.2517033807009,-83.2150117819279,"KY"
"418",29407,37.2161640421328,-82.8614573472983,"KY"
